aX,aY,aZ,gX,gY,gZ
0.915,-0.131,-0.071,44.373,34.058,-2.258
0.863,-0.206,-0.102,43.091,38.635,-7.507
0.799,-0.253,-0.134,36.438,40.710,-9.155
0.732,-0.261,-0.162,27.893,38.513,-6.531
0.692,-0.234,-0.174,16.724,34.607,0.305
0.669,-0.161,-0.162,4.272,29.907,8.911
0.720,-0.098,-0.109,-4.944,25.879,14.343
0.823,-0.097,-0.052,-3.845,24.780,15.198
0.864,-0.109,-0.034,5.859,26.855,11.414
0.872,-0.148,-0.047,19.897,30.090,4.761
0.867,-0.220,-0.092,37.048,32.227,-1.465
0.807,-0.285,-0.151,50.964,31.921,-5.188
0.740,-0.324,-0.220,56.274,28.809,-5.859
0.666,-0.326,-0.247,51.331,23.804,-2.808
0.638,-0.298,-0.244,37.170,20.142,6.226
0.666,-0.228,-0.228,21.301,18.921,18.921
0.768,-0.159,-0.203,8.240,21.179,29.907
0.875,-0.123,-0.184,-0.732,26.245,34.302
0.956,-0.119,-0.170,-5.066,32.837,31.372
0.974,-0.122,-0.204,-2.563,39.612,23.865
0.957,-0.160,-0.259,7.141,41.138,16.113
0.922,-0.165,-0.306,25.391,33.508,12.878
0.878,-0.165,-0.385,42.542,21.057,15.564
0.858,-0.137,-0.386,47.058,9.766,20.264
0.862,-0.094,-0.370,39.307,4.211,25.269
0.900,-0.055,-0.358,24.658,3.967,29.968
0.966,-0.028,-0.362,14.893,5.493,30.701
1.033,-0.051,-0.369,11.475,6.409,27.893
1.105,-0.100,-0.392,12.695,4.700,22.034
1.153,-0.165,-0.408,17.029,0.732,15.137
1.162,-0.185,-0.412,20.569,-4.639,11.475
1.177,-0.154,-0.387,21.179,-9.827,11.719
1.163,-0.080,-0.346,23.071,-14.587,13.916
1.156,-0.027,-0.315,29.236,-17.151,14.404
1.135,-0.012,-0.321,38.818,-16.968,12.207
1.141,-0.037,-0.362,47.424,-14.282,9.705
1.167,-0.101,-0.411,53.101,-11.902,7.629
1.204,-0.147,-0.462,55.969,-12.146,7.385
1.298,-0.196,-0.489,55.908,-15.320,9.216
1.354,-0.209,-0.495,53.589,-20.386,11.719
1.381,-0.198,-0.493,46.143,-25.208,14.282
1.377,-0.143,-0.481,32.166,-27.161,17.029
1.367,-0.082,-0.463,14.587,-25.269,18.494
1.344,-0.009,-0.453,-1.282,-22.034,19.409
1.349,0.081,-0.419,-13.184,-18.616,19.775
1.363,0.166,-0.395,-15.259,-16.785,19.165
1.415,0.213,-0.368,-5.676,-15.503,16.846
1.482,0.233,-0.357,10.559,-15.991,12.268
1.530,0.187,-0.397,29.602,-16.785,5.493
1.550,0.098,-0.446,39.856,-16.907,-2.197
1.533,0.009,-0.498,38.574,-17.517,-7.996
1.526,-0.046,-0.490,26.855,-19.653,-9.705
1.506,-0.027,-0.439,10.559,-23.010,-8.606
1.476,0.011,-0.372,-1.587,-24.658,-8.240
1.452,0.039,-0.328,-7.874,-23.071,-8.484
1.428,0.051,-0.290,-9.460,-19.043,-9.644
1.413,0.054,-0.267,-10.071,-11.841,-10.864
1.411,0.046,-0.260,-8.545,-4.028,-12.451
1.403,0.013,-0.262,-4.333,3.296,-14.771
1.398,-0.019,-0.257,-0.183,9.338,-16.724
1.394,-0.060,-0.265,2.502,15.869,-18.372
1.383,-0.121,-0.307,3.296,22.400,-18.494
1.391,-0.154,-0.349,-0.488,27.588,-15.015
1.403,-0.126,-0.377,-8.789,30.701,-7.874
1.433,-0.064,-0.385,-18.494,32.837,-0.977
1.510,-0.216,-0.920,-51.147,56.641,11.963
1.521,-0.205,-0.958,-46.814,40.100,7.507
1.461,-0.208,-0.959,-39.429,22.461,0.977
1.403,-0.250,-0.931,-32.288,2.197,-5.005
1.325,-0.276,-0.849,-22.888,-18.799,-7.568
1.256,-0.271,-0.745,-16.113,-35.461,-5.554
1.241,-0.295,-0.672,-11.780,-40.344,-3.113
1.218,-0.297,-0.601,-9.155,-35.583,-2.625
1.159,-0.308,-0.553,-7.385,-23.987,-2.136
1.063,-0.302,-0.554,-2.563,-6.287,1.526
0.981,-0.261,-0.609,5.371,13.977,11.658
0.937,-0.188,-0.687,16.235,27.893,24.963
0.915,-0.034,-0.809,27.893,29.724,35.034
0.954,0.181,-0.950,25.024,21.240,34.485
0.958,0.277,-1.000,8.911,5.859,13.123
0.816,0.245,-0.961,-3.662,-12.695,-20.935
0.614,0.169,-0.923,-7.446,-34.058,-49.194
0.432,0.088,-0.852,-2.380,-58.655,-63.721
0.274,-0.011,-0.735,5.493,-89.417,-66.650
0.101,-0.061,-0.523,6.897,-127.258,-58.533
-0.074,-0.062,-0.241,-3.601,-164.856,-43.884
-0.213,-0.075,0.056,-19.043,-193.420,-31.433
-0.370,-0.054,0.270,-45.532,-200.806,-19.348
-0.472,0.031,0.428,-94.543,-193.604,-5.798
-0.465,0.239,0.688,-168.030,-183.228,8.972
-0.288,0.419,1.027,-245.117,-171.387,22.705
-0.100,0.628,1.367,-299.988,-152.893,25.818
0.202,0.702,1.641,-314.453,-136.292,17.761
0.517,0.737,1.942,-287.354,-133.362,5.066
0.769,0.770,2.318,-233.459,-140.320,-10.071
0.845,0.617,2.502,-148.804,-141.174,-37.354
0.659,0.223,2.201,-37.659,-125.854,-75.012
0.371,-0.295,1.666,61.035,-98.877,-97.534
0.199,-0.683,1.044,115.295,-54.626,-88.928
0.127,-0.834,0.465,112.000,-0.061,-55.908
0.214,-0.815,-0.055,70.190,54.749,-14.587
0.376,-0.716,-0.440,19.104,92.468,23.865
0.519,-0.526,-0.653,-25.208,106.934,55.786
0.660,-0.248,-0.716,-61.646,102.966,79.285
0.810,0.034,-0.617,-87.585,86.426,87.219
0.866,0.265,-0.417,-101.074,66.345,79.163
0.906,0.370,-0.171,-97.778,48.096,60.059
0.878,0.444,0.059,-77.881,33.691,38.696
0.841,0.436,0.198,-41.931,26.123,19.287
0.787,0.361,0.190,5.066,24.658,2.991
0.743,0.254,0.133,45.410,26.489,-7.874
0.738,0.180,0.074,66.467,32.166,-13.062
0.734,0.129,0.000,77.942,39.124,-15.137
0.740,0.090,-0.091,84.167,45.532,-15.930
0.769,0.060,-0.164,84.778,48.462,-15.625
0.812,0.024,-0.221,82.581,48.523,-15.808
0.867,0.004,-0.273,75.195,48.340,-16.418
0.899,-0.003,-0.271,60.242,47.791,-18.127
0.912,0.009,-0.232,42.969,48.523,-21.301
0.888,0.031,-0.193,31.311,47.974,-25.818
0.841,0.062,-0.140,27.039,43.762,-30.457
0.772,0.085,-0.089,29.114,36.072,-35.339
0.728,0.083,-0.011,39.246,24.597,-40.344
0.718,0.016,0.044,56.458,14.099,-44.556
0.716,-0.099,0.031,71.899,11.597,-44.922
0.722,-0.194,0.007,80.688,12.329,-40.771
0.716,-0.280,-0.013,79.163,15.686,-34.912
0.692,-0.325,-0.041,68.298,21.484,-26.917
0.637,-0.318,-0.048,49.805,26.733,-16.907
0.562,-0.266,-0.062,28.442,30.029,-5.493
0.491,-0.187,-0.082,8.484,29.053,7.202
0.440,-0.101,-0.081,-8.362,24.170,19.409
0.508,-0.047,-0.007,-19.348,17.822,28.259
0.667,-0.074,0.062,-16.846,16.785,32.104
0.777,-0.127,0.083,-4.700,23.499,30.151
0.865,-0.213,0.045,12.146,33.569,25.513
0.884,-0.314,-0.032,29.541,42.480,20.691
0.850,-0.379,-0.137,40.283,47.974,20.813
0.803,-0.382,-0.241,35.767,49.133,28.259
0.750,-0.308,-0.281,17.639,45.044,39.551
0.714,-0.195,-0.279,-3.357,36.621,46.570
0.652,-0.098,-0.267,-14.832,26.001,47.424
0.656,-0.025,-0.200,-16.602,13.977,45.532
0.755,0.010,-0.106,-10.620,4.883,41.687
0.888,-0.052,-0.034,3.845,3.723,33.569
0.918,-0.130,-0.024,17.822,9.949,23.865
0.915,-0.230,-0.038,24.658,21.606,15.686
0.878,-0.297,-0.095,25.818,34.302,13.245
0.823,-0.316,-0.171,23.499,41.870,17.578
0.773,-0.256,-0.243,18.494,42.847,27.771
0.752,-0.151,-0.287,8.362,38.940,39.307
0.776,-0.004,-0.269,-3.540,33.142,45.654
0.826,0.108,-0.224,-8.728,28.748,45.105
0.929,0.164,-0.169,-3.540,25.635,39.063
1.059,0.119,-0.131,12.939,23.560,30.457
1.097,0.054,-0.175,34.668,22.827,20.081
1.083,-0.033,-0.223,45.593,23.437,10.925
1.026,-0.104,-0.274,45.593,24.170,5.371
0.957,-0.128,-0.323,37.964,22.095,6.287
0.904,-0.078,-0.313,27.405,14.160,12.756
0.848,-0.011,-0.294,19.348,5.615,17.700
0.809,0.054,-0.247,11.475,1.038,19.653
0.822,0.094,-0.179,5.371,1.648,19.348
0.895,0.085,-0.143,5.188,7.507,17.334
0.970,0.035,-0.154,9.888,16.296,14.893
1.057,-0.040,-0.200,17.212,22.827,12.878
1.114,-0.129,-0.265,25.574,25.513,11.780
1.129,-0.145,-0.313,29.968,22.156,13.733
1.107,-0.126,-0.320,31.860,14.282,15.991
1.090,-0.093,-0.331,34.363,7.568,16.846
1.027,-0.052,-0.340,38.696,1.160,16.724
0.961,-0.018,-0.343,40.710,-3.784,16.113
0.906,0.013,-0.359,37.781,-4.272,17.090
0.908,0.046,-0.368,32.532,-1.648,19.714
0.967,0.056,-0.389,28.748,2.869,22.400
1.041,0.048,-0.420,27.893,6.653,23.193
1.126,-0.005,-0.473,29.602,8.057,20.935
1.199,-0.084,-0.516,31.677,4.395,16.907
1.207,-0.148,-0.531,27.893,-3.418,13.855
1.182,-0.161,-0.525,17.578,-13.123,13.672
1.168,-0.130,-0.467,5.737,-23.071,17.395
1.127,-0.033,-0.394,3.235,-35.217,25.513
1.144,0.095,-0.307,11.902,-44.983,37.292
1.231,0.205,-0.230,25.757,-45.898,47.974
1.789,0.456,-0.669,10.132,17.578,26.855
1.856,0.505,-0.751,-10.315,15.381,13.367
1.863,0.549,-0.783,-30.701,7.812,-3.052
1.830,0.558,-0.746,-47.791,0.793,-19.470
1.772,0.528,-0.678,-54.565,-3.967,-33.325
1.730,0.450,-0.638,-46.326,-7.690,-42.786
1.686,0.350,-0.610,-33.447,-7.141,-48.767
1.676,0.203,-0.624,-20.935,-3.601,-52.490
1.620,0.086,-0.630,-15.259,0.244,-54.993
1.580,-0.012,-0.664,-14.343,4.822,-54.565
1.558,-0.120,-0.681,-15.869,8.545,-52.551
1.531,-0.161,-0.674,-22.278,12.085,-48.401
1.527,-0.185,-0.678,-28.931,17.212,-42.603
1.502,-0.164,-0.687,-32.593,20.752,-36.255
1.476,-0.120,-0.673,-32.532,20.203,-29.358
1.496,-0.022,-0.639,-29.236,17.273,-21.362
1.505,0.056,-0.592,-20.203,12.329,-18.127
1.506,0.114,-0.538,-6.958,6.653,-20.386
1.486,0.123,-0.497,7.019,1.526,-25.452
1.463,0.061,-0.485,19.775,-1.892,-31.311
1.414,-0.016,-0.491,23.621,-3.174,-34.546
1.368,-0.100,-0.508,15.625,-0.916,-36.377
1.306,-0.181,-0.510,2.930,3.906,-36.255
1.260,-0.259,-0.520,-5.432,4.578,-31.921
1.207,-0.289,-0.474,-11.414,0.977,-22.461
1.166,-0.268,-0.426,-15.198,-3.235,-8.911
1.146,-0.205,-0.412,-14.954,-4.761,1.953
1.184,-0.146,-0.455,-13.367,-5.920,6.409
1.182,-0.135,-0.476,-14.160,-12.329,2.258
1.134,-0.132,-0.473,-15.747,-23.193,-6.836
1.092,-0.131,-0.453,-20.264,-32.471,-16.479
1.040,-0.147,-0.437,-25.208,-36.316,-26.306
0.959,-0.237,-0.493,-29.419,-36.682,-32.654
0.915,-0.333,-0.552,-33.508,-39.856,-30.334
0.875,-0.364,-0.576,-41.992,-49.683,-19.226
0.854,-0.312,-0.513,-55.054,-59.448,-4.944
0.809,-0.227,-0.425,-62.866,-67.200,6.714
0.725,-0.122,-0.339,-57.495,-71.899,17.029
0.696,-0.055,-0.291,-44.617,-70.679,24.231
0.673,0.027,-0.261,-34.119,-59.265,27.283
0.726,0.091,-0.345,-28.748,-34.363,22.888
0.671,0.104,-0.525,-29.907,0.671,8.789
0.548,0.103,-0.758,-33.875,34.546,-5.493
0.428,0.146,-1.034,-30.945,51.636,-15.625
0.249,0.184,-1.219,-28.442,47.729,-25.574
0.042,0.219,-1.351,-28.931,25.208,-33.325
-0.069,0.172,-1.359,-27.466,-27.039,-32.654
-0.267,0.142,-1.222,-33.997,-107.056,-26.367
-0.543,0.287,-0.672,-74.280,-202.454,-14.893
-0.717,0.525,0.307,-151.245,-277.344,-3.235
-0.761,0.939,1.583,-240.417,-303.711,-0.061
-0.448,1.292,2.835,-307.861,-264.709,-4.578
0.182,1.471,3.600,-308.044,-186.829,-13.733
1.000,1.413,3.933,-213.013,-124.817,-33.447
1.580,1.059,3.923,-44.434,-101.990,-78.735
1.221,0.279,3.620,146.973,-108.215,-156.616
0.278,-0.790,2.685,287.537,-81.238,-212.158
-0.157,-1.648,1.300,314.087,15.381,-185.425
-0.177,-1.846,0.116,221.924,130.310,-93.567
0.031,-1.479,-0.746,101.379,207.764,12.512
0.330,-0.912,-1.314,26.306,223.206,94.666
0.616,-0.367,-1.585,-4.944,184.509,140.930
0.869,-0.001,-1.638,-33.813,126.709,154.602
0.996,0.241,-1.503,-74.646,72.021,144.226
0.974,0.519,-1.017,-127.686,29.602,118.347
0.933,0.644,-0.565,-156.128,4.272,77.698
0.904,0.622,-0.209,-139.648,-13.489,36.621
0.885,0.576,0.053,-105.164,-27.222,8.911
0.882,0.502,0.211,-59.387,-31.067,-9.766
0.863,0.390,0.226,-9.827,-26.611,-25.757
0.837,0.228,0.169,29.297,-18.677,-38.208
0.807,0.087,0.025,58.167,-9.521,-44.922
0.798,-0.019,-0.087,72.449,-3.296,-46.448
0.795,-0.089,-0.169,73.669,-0.549,-45.288
0.782,-0.133,-0.214,65.552,0.122,-43.457
0.779,-0.135,-0.210,50.842,-1.343,-40.649
0.799,-0.149,-0.182,34.912,-4.028,-38.757
0.790,-0.155,-0.128,22.400,-7.019,-37.598
0.782,-0.181,-0.074,15.747,-10.254,-36.804
0.750,-0.190,-0.024,14.221,-13.000,-34.424
0.721,-0.171,0.038,11.719,-13.672,-29.541
0.692,-0.143,0.098,9.155,-11.475,-25.696
0.649,-0.117,0.139,6.897,-6.775,-23.132
0.601,-0.118,0.134,6.287,-0.793,-20.386
0.597,-0.146,0.126,6.653,3.113,-15.747
0.653,-0.190,0.097,10.376,2.991,-10.132
0.660,-0.272,0.036,15.564,-1.038,-3.479
0.706,-0.327,-0.027,15.381,-3.784,7.507
0.733,-0.348,-0.046,8.118,-6.897,19.470
0.722,-0.337,-0.021,-3.784,-9.277,27.893
0.699,-0.299,0.028,-16.357,-8.728,32.410
0.654,-0.227,0.083,-28.198,-6.531,35.583
0.625,-0.117,0.132,-32.410,-5.798,39.307
0.581,0.011,0.197,-29.419,-6.897,41.748
0.516,0.131,0.194,-22.034,-6.714,40.100
0.575,0.135,0.234,-10.986,-6.348,33.936
0.746,0.026,0.245,9.338,-3.235,28.625
0.827,-0.052,0.214,33.752,3.662,23.071
0.812,-0.129,0.155,47.424,13.916,13.550
0.787,-0.247,0.090,47.668,28.137,4.578
0.764,-0.342,0.008,39.124,40.405,1.099
0.705,-0.354,-0.073,27.405,45.471,6.104
0.674,-0.270,-0.114,14.954,40.039,15.991
0.662,-0.158,-0.092,6.042,27.161,25.635
0.688,-0.038,0.002,0.488,12.146,30.273
0.842,-0.026,0.113,5.615,4.395,28.687
0.991,-0.106,0.180,17.273,7.812,21.729
1.002,-0.222,0.173,25.452,19.287,10.803
0.962,-0.315,0.113,22.888,34.973,3.906
0.898,-0.382,0.032,15.747,48.035,4.272
0.807,-0.391,-0.037,11.841,52.246,9.949
0.722,-0.329,-0.082,10.315,48.218,18.677
0.653,-0.238,-0.114,7.507,39.856,28.259
0.622,-0.129,-0.077,4.089,28.381,35.583
0.639,-0.036,-0.004,2.991,19.592,40.710
0.767,0.039,0.077,5.066,18.738,45.349
0.924,0.091,0.133,12.817,25.513,46.204
1.023,0.074,0.095,27.466,36.011,40.894
1.032,0.049,0.003,37.415,45.471,33.447
1.740,0.205,-0.879,31.860,20.813,11.658
1.809,0.189,-0.893,29.419,19.775,3.479
1.872,0.152,-0.900,24.109,14.038,-4.211
1.908,0.142,-0.814,16.541,3.296,-10.498
1.877,0.123,-0.711,5.615,-6.165,-16.907
1.826,0.083,-0.605,-3.967,-11.108,-22.888
1.760,0.051,-0.500,-14.832,-10.986,-26.123
1.710,0.037,-0.407,-27.222,-5.615,-27.405
1.662,0.008,-0.365,-32.166,2.319,-27.832
1.625,-0.003,-0.350,-31.494,11.536,-26.184
1.642,-0.013,-0.377,-30.151,23.499,-23.437
1.656,-0.044,-0.426,-25.940,33.875,-22.461
1.643,-0.097,-0.495,-20.874,41.565,-24.414
1.586,-0.182,-0.575,-14.099,44.983,-26.306
1.535,-0.215,-0.622,-7.080,42.297,-24.292
1.479,-0.227,-0.642,-1.404,36.804,-19.470
1.453,-0.234,-0.661,2.136,32.959,-14.954
1.413,-0.236,-0.671,0.549,29.419,-11.719
1.386,-0.236,-0.661,-6.104,26.855,-9.766
1.352,-0.222,-0.667,-12.085,24.902,-7.690
1.345,-0.172,-0.655,-19.470,23.560,-4.272
1.363,-0.107,-0.643,-26.489,21.790,-1.892
1.325,-0.040,-0.603,-25.696,20.081,-2.380
1.328,-0.016,-0.596,-14.526,11.536,-4.761
1.291,-0.057,-0.589,1.038,0.732,-6.348
1.274,-0.087,-0.583,10.071,-12.939,-5.798
1.220,-0.102,-0.551,7.751,-24.292,-3.845
1.207,-0.137,-0.518,0.000,-31.494,-3.235
1.160,-0.172,-0.498,-10.193,-34.668,-2.930
1.124,-0.223,-0.542,-21.179,-32.898,-2.014
1.074,-0.251,-0.605,-33.386,-28.137,0.793
1.044,-0.221,-0.634,-44.312,-27.100,6.226
1.009,-0.167,-0.600,-47.668,-33.936,13.672
0.963,-0.107,-0.532,-41.016,-45.166,20.325
0.901,-0.048,-0.476,-28.931,-56.458,24.536
0.881,-0.042,-0.508,-17.273,-65.247,24.902
0.850,-0.091,-0.561,-16.296,-70.618,19.531
0.799,-0.111,-0.590,-27.344,-74.219,13.550
0.752,-0.114,-0.571,-41.748,-81.299,11.658
0.676,-0.082,-0.499,-54.260,-88.135,9.583
0.619,-0.023,-0.435,-62.683,-90.698,6.653
0.569,0.007,-0.364,-60.608,-91.797,2.991
0.477,0.026,-0.328,-52.124,-93.018,-0.366
0.406,0.008,-0.316,-45.471,-94.604,-1.221
0.364,-0.007,-0.305,-43.640,-97.900,1.648
0.330,-0.004,-0.264,-48.584,-102.234,5.249
0.278,0.031,-0.207,-59.387,-106.812,7.324
0.227,0.058,-0.161,-71.838,-111.572,5.249
0.173,0.064,-0.091,-83.313,-116.760,0.000
0.131,0.086,-0.002,-96.130,-119.690,-3.906
0.074,0.138,0.077,-112.122,-120.056,-4.944
0.025,0.190,0.167,-125.854,-122.009,-3.723
0.047,0.240,0.228,-137.451,-122.253,1.526
0.025,0.387,0.293,-158.325,-117.004,11.047
0.134,0.473,0.310,-174.988,-110.413,19.714
0.234,0.501,0.321,-187.073,-109.070,20.752
0.317,0.540,0.413,-200.073,-116.211,18.372
0.473,0.557,0.588,-209.229,-133.667,14.648
0.547,0.596,0.863,-208.130,-155.334,6.897
0.578,0.575,1.078,-193.604,-169.617,-6.348
0.544,0.487,1.277,-157.776,-178.589,-23.560
0.458,0.308,1.466,-107.605,-178.955,-38.757
0.382,0.117,1.478,-47.974,-157.349,-45.410
0.328,-0.048,1.370,-0.732,-111.572,-44.678
0.313,-0.173,1.175,16.357,-48.279,-36.804
0.328,-0.238,0.902,10.986,20.569,-22.339
0.401,-0.225,0.599,1.404,75.317,-5.005
0.508,-0.168,0.338,-7.080,107.727,11.108
0.621,-0.059,0.178,-10.986,119.934,25.146
0.675,0.113,0.067,-10.681,116.150,33.447
0.705,0.271,0.070,-7.996,102.539,32.837
0.726,0.383,0.133,3.479,86.609,25.696
0.732,0.435,0.204,23.682,72.815,15.076
0.685,0.432,0.234,47.852,66.589,2.380
0.657,0.371,0.225,66.589,69.397,-8.301
0.635,0.293,0.182,79.346,75.928,-15.015
0.596,0.229,0.101,89.233,81.177,-16.968
0.582,0.198,0.033,91.675,82.642,-15.015
0.557,0.191,0.011,91.064,79.224,-12.695
0.485,0.215,0.015,85.449,74.463,-12.329
0.470,0.249,0.067,78.064,69.336,-13.977
0.503,0.205,0.119,78.003,67.627,-17.883
0.529,0.164,0.138,81.970,71.411,-22.217
0.607,0.098,0.109,82.031,79.407,-23.804
0.637,0.031,0.040,80.078,88.074,-24.109
0.635,0.002,-0.018,70.801,94.299,-23.926
0.616,0.043,-0.053,58.044,95.947,-22.461
0.573,0.094,-0.086,49.316,93.872,-21.057
0.519,0.155,-0.087,43.945,88.867,-22.095
0.422,0.196,-0.080,41.199,84.229,-25.879
0.425,0.215,-0.045,41.931,81.421,-31.616
0.488,0.181,0.002,50.232,82.886,-36.194
0.631,0.061,-0.003,64.758,90.332,-39.490
0.653,-0.069,-0.083,76.904,98.022,-41.321
0.664,-0.185,-0.160,75.439,105.042,-39.856
0.678,-0.257,-0.240,66.040,110.291,-36.987
0.637,-0.323,-0.333,54.993,110.413,-33.813
0.586,-0.375,-0.420,45.044,104.980,-28.687
0.541,-0.372,-0.480,30.273,98.022,-20.081
0.525,-0.317,-0.496,13.611,90.515,-11.414
0.629,-0.261,-0.462,7.629,80.261,-5.798
0.835,-0.240,-0.394,13.489,70.923,-3.235
0.956,-0.293,-0.339,29.785,60.547,-5.981
0.957,-0.362,-0.287,48.218,51.575,-12.695
0.924,-0.483,-0.311,59.143,45.166,-17.029
0.819,-0.487,-0.308,60.242,40.771,-15.320
0.739,-0.497,-0.319,55.054,35.706,-8.545
0.653,-0.449,-0.352,50.659,29.846,0.793
0.637,-0.372,-0.349,43.823,26.123,11.414
0.657,-0.283,-0.334,36.682,24.536,19.409
0.770,-0.239,-0.350,35.461,27.588,24.536
0.915,-0.203,-0.386,37.964,32.349,27.710
1.079,-0.190,-0.417,43.945,33.081,29.907
1.157,-0.149,-0.429,51.086,28.320,30.090
1.157,-0.100,-0.428,53.589,21.240,27.344
1.131,-0.066,-0.427,57.495,12.939,23.315
1.056,-0.008,-0.424,60.608,4.395,20.325
0.996,0.012,-0.451,65.613,-2.808,20.813
0.967,0.023,-0.501,76.660,-10.620,23.010
1.639,-0.179,-0.841,7.507,30.518,-32.715
1.649,-0.200,-0.913,-7.446,29.297,-35.461
1.635,-0.204,-0.892,-20.569,22.705,-38.757
1.644,-0.202,-0.802,-25.269,10.681,-40.405
1.698,-0.259,-0.697,-19.165,0.854,-41.016
1.654,-0.282,-0.619,-15.747,-3.174,-39.673
1.639,-0.325,-0.559,-10.925,-0.732,-37.354
1.599,-0.335,-0.514,-6.104,3.845,-33.813
1.555,-0.356,-0.482,1.587,9.094,-28.442
1.500,-0.371,-0.503,15.320,13.550,-19.409
1.466,-0.353,-0.515,28.015,16.846,-6.531
1.416,-0.334,-0.510,34.424,19.165,5.737
1.383,-0.350,-0.543,33.997,20.874,14.465
1.390,-0.288,-0.618,22.949,25.024,20.508
1.458,-0.240,-0.731,9.766,21.484,19.104
1.464,-0.261,-0.760,-1.526,8.911,9.644
1.425,-0.298,-0.815,-14.465,-7.751,-0.122
1.343,-0.338,-0.793,-33.875,-19.531,-5.920
1.285,-0.408,-0.793,-42.419,-31.921,-8.240
1.150,-0.446,-0.792,-43.091,-41.992,-5.798
1.038,-0.457,-0.778,-39.795,-49.622,0.977
0.944,-0.460,-0.720,-31.921,-57.739,13.550
0.856,-0.427,-0.604,-18.127,-66.162,30.518
0.841,-0.427,-0.479,0.061,-71.472,48.523
0.829,-0.436,-0.414,16.479,-69.092,62.927
0.816,-0.340,-0.448,19.165,-54.626,71.228
0.776,-0.273,-0.556,10.559,-40.588,72.205
0.727,-0.302,-0.952,-1.282,-30.212,68.420
0.816,-0.219,-1.312,-37.720,-29.358,70.129
0.726,0.013,-1.406,-93.262,-55.298,69.641
0.520,0.185,-1.355,-122.375,-97.351,63.293
0.439,0.276,-1.165,-120.972,-137.451,53.162
0.083,0.311,-0.906,-104.797,-164.917,39.307
-1.027,0.275,-0.346,-84.717,-187.073,25.208
-0.972,-0.050,0.193,-74.524,-192.749,21.423
-1.656,-0.339,0.349,-104.980,-172.607,33.020
-2.521,-0.242,0.529,-181.824,-127.441,52.979
-1.571,0.025,0.497,-260.925,-98.145,65.613
-3.874,0.729,1.090,-276.001,-46.570,79.834
0.889,1.027,0.718,-187.317,2.991,-72.449
3.032,2.244,0.400,-343.445,5.737,-159.851
1.573,2.270,1.755,-477.722,-134.521,50.232
.484,2.008,2.687,-326.172,-206.726,58.350
0.403,1.115,3.635,-20.569,-268.372,-12.207
0.720,-0.344,3.506,201.904,-232.544,-79.956
1.056,-0.796,2.375,321.106,-92.163,-73.181
-1.492,-0.621,1.495,335.999,54.749,-40.955
-0.427,-0.995,0.096,244.934,191.650,31.555
-0.137,-0.670,-0.753,179.382,250.610,132.507
0.370,-0.358,-1.207,107.727,235.291,195.618
0.735,0.080,-1.327,66.406,177.429,220.154
0.949,0.416,-1.215,25.574,116.211,210.449
1.041,0.669,-0.878,-14.587,76.050,176.819
1.037,0.820,-0.442,-39.490,45.532,134.399
1.048,0.798,-0.082,-33.875,21.912,89.172
0.997,0.683,0.105,-11.169,7.080,48.340
0.819,0.558,0.085,20.020,1.709,16.357
0.719,0.375,-0.061,53.650,10.864,1.465
0.738,0.217,-0.253,73.242,26.184,7.446
0.802,0.156,-0.364,74.951,36.804,23.621
0.884,0.178,-0.409,61.096,41.260,38.452
0.999,0.215,-0.364,40.344,38.269,46.936
1.134,0.302,-0.297,24.536,29.358,45.959
1.189,0.365,-0.231,16.602,16.357,33.325
1.203,0.383,-0.177,17.578,-0.916,13.672
1.224,0.344,-0.240,26.978,-20.508,-5.798
1.198,0.257,-0.274,27.466,-42.419,-20.508
1.229,0.184,-0.330,13.306,-58.960,-29.175
1.170,0.169,-0.402,-12.024,-68.115,-36.499
0.996,0.175,-0.228,-39.490,-71.533,-42.358
0.932,0.105,-0.036,-46.387,-67.566,-45.654
0.917,0.122,0.122,-54.138,-56.580,-39.185
0.881,0.165,0.222,-61.340,-43.701,-29.358
0.899,0.204,0.264,-60.547,-30.640,-21.423
0.978,0.232,0.258,-52.612,-27.527,-15.015
1.009,0.242,0.201,-38.818,-36.560,-13.672
1.083,0.180,0.108,-20.874,-45.715,-18.921
1.117,0.094,-0.001,-16.296,-51.025,-24.292
1.150,0.096,-0.020,-37.109,-53.955,-26.367
1.145,0.122,0.055,-65.491,-55.115,-29.236
1.063,0.166,0.123,-84.290,-54.443,-33.264
0.986,0.259,0.252,-89.600,-51.392,-36.926
0.997,0.333,0.268,-84.229,-47.791,-38.330
0.666,0.298,0.420,-58.228,-49.194,-34.485
0.641,0.260,0.424,-34.119,-41.870,-39.124
0.740,0.157,0.349,-17.700,-33.203,-37.354
0.763,0.080,0.305,-5.127,-29.480,-32.959
0.778,0.067,0.303,11.169,-28.198,-29.480
0.791,0.041,0.339,6.165,-19.165,-28.870
0.783,-0.024,0.263,-2.197,-3.601,-33.752
0.814,-0.062,0.224,-19.470,9.155,-35.767
0.789,-0.083,0.221,-38.147,13.855,-32.166
0.740,-0.024,0.225,-55.847,9.521,-23.865
0.686,0.016,0.246,-69.885,1.099,-19.531
0.580,0.020,0.326,-72.632,-0.366,-22.461
0.563,0.032,0.330,-78.796,4.272,-17.395
0.643,0.056,0.350,-68.115,16.602,-22.766
0.568,0.174,0.403,-42.236,33.081,-31.311
0.650,-0.022,0.320,4.883,58.167,-27.100
0.755,-0.170,0.108,18.738,85.754,-13.123
