aX,aY,aZ,gX,gY,gZ
-0.378,-0.416,0.766,-23.499,8.911,44.617
-0.428,-0.398,0.824,-40.649,-0.977,50.842
-0.489,-0.378,0.919,-46.570,-7.629,54.749
-0.537,-0.356,1.014,-38.757,-9.521,55.420
-0.535,-0.314,1.083,-21.729,-8.362,55.603
-0.507,-0.251,1.125,-2.991,-2.747,56.030
-0.477,-0.201,1.118,12.451,2.380,55.603
-0.388,-0.146,1.076,22.034,5.005,53.833
-0.306,-0.109,1.041,21.667,6.714,51.331
-0.291,-0.107,1.038,9.888,9.521,47.607
-0.267,-0.126,1.020,-7.263,12.024,43.518
-0.257,-0.157,1.014,-26.855,14.832,41.443
-0.312,-0.224,1.030,-40.100,20.508,41.626
-0.344,-0.257,1.035,-39.856,26.123,43.030
-0.349,-0.265,1.049,-26.001,33.752,44.434
-0.344,-0.255,1.064,-6.226,43.091,45.898
-0.344,-0.234,1.083,11.414,52.490,48.523
-0.324,-0.199,1.099,22.522,60.974,52.795
-0.266,-0.158,1.079,27.954,66.589,56.763
-0.214,-0.149,1.050,29.175,69.458,60.120
-0.166,-0.146,1.018,22.522,72.083,61.035
-0.145,-0.163,0.972,12.573,72.205,59.448
-0.133,-0.191,0.910,5.859,71.655,58.716
-0.081,-0.204,0.823,1.892,70.068,56.580
-0.019,-0.208,0.766,-0.183,68.665,54.321
0.023,-0.212,0.739,-0.427,67.444,50.720
0.086,-0.208,0.695,-0.793,66.895,44.861
0.164,-0.210,0.656,-1.709,64.514,39.246
0.228,-0.217,0.636,-6.104,61.096,34.973
0.294,-0.222,0.627,-13.367,56.458,32.410
0.345,-0.232,0.621,-20.630,48.523,29.907
0.375,-0.239,0.636,-25.269,38.940,28.137
0.407,-0.252,0.695,-29.297,31.860,26.123
0.408,-0.273,0.741,-34.180,25.208,22.522
0.431,-0.263,0.775,-37.292,20.691,19.836
0.391,-0.272,0.860,-40.222,16.846,18.677
0.389,-0.286,0.922,-41.748,16.174,18.127
0.430,-0.260,0.985,-43.091,15.503,16.052
0.448,-0.236,1.058,-43.640,15.808,13.916
0.566,-0.234,1.069,-42.969,20.691,13.062
0.633,-0.203,1.052,-46.326,26.245,12.024
0.694,-0.206,1.055,-49.255,30.701,10.864
0.728,-0.202,1.009,-49.561,38.147,10.681
0.734,-0.174,0.973,-45.288,47.546,12.390
0.718,-0.149,0.923,-41.321,58.960,14.404
0.681,-0.124,0.864,-40.283,66.895,15.137
0.694,-0.092,0.763,-39.368,68.542,15.076
0.730,-0.076,0.683,-38.635,64.453,14.465
0.780,-0.060,0.632,-37.720,56.885,13.977
0.856,-0.037,0.616,-34.241,48.096,13.977
0.936,-0.011,0.621,-30.640,39.185,14.526
0.998,0.021,0.627,-27.039,33.264,17.273
1.043,0.062,0.617,-23.132,30.396,21.729
1.059,0.110,0.600,-18.860,28.809,26.550
1.067,0.158,0.568,-14.404,27.039,30.396
1.060,0.208,0.535,-11.169,24.475,33.020
1.062,0.251,0.514,-8.972,21.240,33.691
1.058,0.287,0.505,-6.653,16.357,32.654
1.040,0.316,0.505,-3.723,10.559,30.457
1.020,0.335,0.516,-2.136,4.456,27.222
0.984,0.344,0.544,-2.075,-0.610,23.621
0.937,0.337,0.563,-0.488,-5.127,19.897
0.896,0.327,0.578,3.662,-9.460,16.968
0.858,0.318,0.584,8.850,-13.611,14.771
0.823,0.312,0.591,15.076,-18.921,12.207
0.796,0.302,0.600,20.691,-25.146,8.911
0.782,0.292,0.617,25.208,-32.166,4.822
0.787,0.261,0.635,27.527,-39.490,0.061
0.792,0.219,0.675,27.466,-45.959,-4.639
0.813,0.163,0.714,27.954,-51.086,-8.240
0.818,0.128,0.755,29.236,-53.650,-9.094
0.798,0.121,0.794,33.875,-53.467,-9.033
0.780,0.110,0.796,43.213,-51.331,-10.376
0.770,0.109,0.791,50.781,-49.927,-11.841
0.743,0.111,0.780,53.772,-49.927,-12.146
-2.197,1.318,0.795,99.731,65.063,-102.112
-3.428,0.302,0.805,-8.301,77.942,-141.235
-4.000,-0.930,0.950,-131.165,33.142,-155.212
-4.000,-2.081,1.180,-222.717,-58.655,-151.550
-3.369,-3.069,1.743,-262.512,-170.715,-163.330
-1.780,-3.750,2.451,-212.646,-243.530,-184.937
-0.161,-3.943,2.921,-80.383,-219.482,-184.326
0.694,-3.732,2.830,60.547,-103.271,-136.597
0.555,-3.072,2.246,138.550,26.917,-49.744
0.103,-2.109,1.632,140.930,112.305,35.706
-0.314,-1.016,1.157,107.178,146.301,88.440
-0.567,0.072,0.848,63.782,143.555,119.629
-0.723,0.904,0.651,21.057,127.014,125.000
-0.716,1.377,0.489,-16.174,102.539,102.478
-0.694,1.462,0.479,-44.983,66.711,66.223
-0.617,1.200,0.626,-63.477,25.757,27.588
-0.445,0.780,0.750,-63.538,-6.348,-8.972
-0.328,0.290,0.775,-49.194,-19.470,-40.710
-0.193,-0.172,0.759,-29.663,-21.851,-64.697
-0.108,-0.473,0.814,-9.033,-24.353,-71.777
-0.089,-0.521,0.929,2.930,-27.954,-63.599
-0.136,-0.488,1.061,3.540,-29.175,-51.636
-0.161,-0.461,1.149,-2.747,-29.358,-43.640
-0.126,-0.446,1.156,-9.277,-28.381,-38.269
-0.096,-0.462,1.099,-10.132,-22.278,-33.997
-0.110,-0.488,1.011,-8.545,-13.367,-29.053
-0.145,-0.476,0.948,-2.197,-7.751,-22.278
-0.162,-0.418,0.910,5.737,-6.165,-16.052
-0.167,-0.378,0.900,10.620,-6.287,-13.428
-0.181,-0.358,0.905,8.057,-7.690,-12.573
-0.176,-0.358,0.909,-1.099,-11.230,-11.963
-0.167,-0.390,0.921,-12.024,-15.747,-11.719
-0.174,-0.450,0.953,-21.606,-19.592,-10.620
-0.179,-0.495,0.981,-25.818,-21.667,-7.812
-0.192,-0.534,0.995,-25.513,-20.691,-4.150
-0.217,-0.567,1.013,-25.757,-17.151,-0.610
-0.253,-0.589,0.994,-23.499,-11.108,3.052
-0.270,-0.592,0.943,-16.663,-5.554,7.446
-0.284,-0.572,0.880,-8.423,-1.526,12.390
-0.290,-0.538,0.815,-2.197,0.366,17.639
-0.306,-0.505,0.761,0.549,-0.061,22.461
-0.293,-0.481,0.724,1.465,-3.052,25.696
-0.318,-0.457,0.753,5.981,-7.629,26.917
-0.370,-0.386,0.829,13.855,-13.672,28.748
-0.396,-0.317,0.907,24.597,-19.287,30.273
-0.415,-0.261,0.973,29.114,-22.034,30.457
-0.450,-0.227,1.017,25.330,-23.682,30.334
-0.448,-0.212,1.028,20.447,-22.400,31.799
-0.410,-0.193,0.992,14.587,-19.836,33.447
-0.341,-0.198,0.932,4.395,-16.235,34.058
-0.312,-0.210,0.889,-8.911,-14.160,35.522
-0.344,-0.238,0.897,-20.691,-15.137,39.673
-0.360,-0.237,0.920,-27.344,-21.973,42.908
-0.314,-0.225,0.942,-27.954,-29.724,44.128
-0.257,-0.221,0.948,-28.687,-32.166,43.396
-0.240,-0.231,0.957,-32.227,-28.809,42.542
-0.288,-0.246,1.006,-39.124,-19.958,43.640
-0.340,-0.248,1.061,-42.908,-10.254,43.701
-0.369,-0.246,1.060,-38.818,-2.930,40.955
-0.379,-0.214,1.114,-26.306,5.493,37.048
-0.333,-0.182,1.097,-4.883,13.184,32.898
-0.251,-0.175,1.069,5.554,14.832,27.039
-0.157,-0.176,1.057,4.272,15.564,23.499
-0.024,-0.198,1.025,-5.981,17.761,22.156
0.081,-0.246,0.984,-17.639,19.165,22.583
0.138,-0.301,0.947,-26.917,22.888,24.780
0.160,-0.348,0.897,-30.823,29.724,28.320
0.154,-0.367,0.844,-29.419,38.879,31.311
0.093,-0.351,0.825,-22.034,48.462,33.264
0.045,-0.313,0.809,-11.230,53.589,34.180
0.069,-0.261,0.793,-0.916,50.354,35.339
0.112,-0.208,0.806,2.991,42.480,37.537
0.137,-0.161,0.807,2.869,33.691,40.222
0.156,-0.120,0.871,-4.150,25.635,39.612
0.173,-0.096,0.940,-12.512,20.813,36.255
0.199,-0.088,1.003,-16.296,20.081,29.724
0.224,-0.082,1.053,-18.005,22.583,20.752
0.298,-0.075,1.019,-15.808,28.992,12.573
0.357,-0.077,1.010,-15.625,36.194,6.836
0.398,-0.117,0.988,-20.325,41.626,0.977
0.459,-0.153,0.937,-29.968,44.006,-2.747
0.508,-0.195,0.899,-39.185,42.542,-3.296
0.626,-0.241,0.863,-41.687,40.466,-1.648
0.700,-0.235,0.830,-37.781,37.231,2.075
0.733,-0.200,0.850,-28.503,32.715,6.531
0.725,-0.130,0.873,-15.747,31.250,12.207
0.709,-0.031,0.892,-1.526,31.921,18.188
0.669,0.084,0.923,10.803,32.898,21.118
0.640,0.184,0.944,18.799,31.799,20.386
0.626,0.245,0.964,18.555,29.053,14.221
0.623,0.250,0.986,7.324,26.306,3.845
0.647,0.192,0.975,-8.362,25.208,-7.080
0.650,0.094,0.958,-22.522,24.719,-16.907
0.648,-0.012,0.935,-29.785,25.085,-23.315
0.638,-0.102,0.907,-27.893,26.123,-24.597
0.610,-0.150,0.883,-19.104,26.794,-21.057
0.572,-0.169,0.868,-9.033,26.672,-14.587
0.529,-0.158,0.858,0.549,26.123,-7.812
0.476,-0.140,0.856,8.789,24.658,-2.869
0.429,-0.123,0.861,14.160,22.278,0.183
0.391,-0.113,0.864,15.381,19.226,0.793
0.354,-0.124,0.866,13.611,16.602,-0.793
0.311,-0.144,0.870,10.437,13.977,-3.357
0.275,-0.163,0.871,6.958,12.268,-6.592
0.248,-0.194,0.888,2.502,11.292,-10.254
0.217,-0.223,0.899,-1.770,11.108,-13.245
0.197,-0.250,0.899,-3.235,10.498,-15.198
0.184,-0.267,0.903,-2.930,9.949,-15.198
0.183,-0.280,0.907,-1.892,9.155,-13.794
0.196,-0.290,0.909,0.061,8.850,-11.475
0.208,-0.304,0.900,0.977,8.850,-8.423
0.197,-0.309,0.893,1.282,8.362,-4.211
0.191,-0.309,0.880,3.052,7.507,-0.427
0.195,-0.309,0.870,4.700,5.005,2.380
0.219,-0.314,0.878,4.700,1.465,5.188
0.255,-0.311,0.898,3.845,-2.258,8.301
0.306,-0.295,0.938,3.601,-4.517,10.742
0.348,-0.282,0.980,3.052,-5.432,11.658
0.413,-0.276,1.030,0.977,-5.432,12.268
-2.218,-0.025,0.666,52.307,35.095,-133.850
-2.382,-0.344,0.804,-14.587,3.174,-156.738
-2.292,-0.726,1.047,-83.313,-47.180,-176.147
-1.890,-1.180,1.315,-137.146,-99.304,-195.801
-1.312,-1.792,1.560,-163.330,-132.568,-211.121
-0.686,-2.362,1.803,-173.157,-137.390,-216.370
-0.324,-3.246,2.145,-178.833,-126.465,-193.970
0.272,-3.840,2.475,-212.646,-108.643,-148.865
1.005,-3.014,2.165,-202.759,-87.280,-48.035
0.701,-1.644,1.746,-45.105,-9.705,94.543
-0.215,-0.472,1.609,125.305,111.694,179.016
-0.889,0.656,1.420,235.596,187.866,188.660
-1.108,1.400,1.122,274.658,195.496,157.288
-0.920,1.640,0.749,207.703,161.072,103.699
-0.702,1.375,0.397,67.444,107.971,52.063
-0.618,0.797,0.177,-68.054,50.964,17.700
-0.526,0.267,0.143,-147.949,0.977,-5.005
-0.433,-0.140,0.265,-157.654,-37.964,-21.301
-0.380,-0.379,0.469,-120.544,-62.439,-32.776
-0.321,-0.465,0.682,-60.364,-69.641,-41.016
-0.280,-0.447,0.833,0.977,-64.392,-44.373
-0.239,-0.406,0.920,42.908,-57.068,-43.640
-0.174,-0.396,0.985,49.683,-51.514,-38.696
-0.137,-0.400,1.038,26.733,-48.645,-24.719
-0.136,-0.357,1.098,-6.958,-47.424,-6.226
-0.158,-0.327,1.137,-29.907,-43.579,8.667
-0.160,-0.287,1.147,-38.208,-35.156,17.090
-0.184,-0.258,1.129,-29.358,-21.790,20.203
-0.216,-0.249,1.064,-10.071,-7.324,21.423
-0.271,-0.242,1.015,4.822,3.479,22.522
-0.308,-0.232,0.965,14.404,8.545,22.095
-0.336,-0.234,0.936,20.752,9.644,20.447
-0.323,-0.225,0.925,25.757,7.385,18.860
-0.266,-0.193,0.896,26.917,3.235,16.235
-0.272,-0.203,0.897,18.188,-1.099,11.597
-0.298,-0.249,0.891,-0.549,-5.127,8.057
-0.352,-0.313,0.939,-22.827,-10.681,8.118
-0.452,-0.372,0.996,-38.330,-15.686,10.193
-0.485,-0.406,1.010,-40.161,-20.569,9.094
-0.463,-0.455,1.007,-32.776,-21.057,6.287
-0.445,-0.505,1.008,-19.226,-15.930,8.484
-0.432,-0.513,1.013,-2.075,-10.742,16.663
-0.375,-0.449,0.990,20.264,-6.226,28.320
-0.246,-0.321,0.915,45.349,-4.028,37.354
-0.210,-0.230,0.871,54.199,-1.587,38.025
-0.257,-0.171,0.877,37.048,1.892,35.889
-0.311,-0.160,0.870,7.080,1.831,33.936
-0.360,-0.202,0.868,-27.832,-0.610,31.860
-0.414,-0.264,0.876,-60.364,-3.540,30.212
-0.451,-0.330,0.911,-76.660,-5.493,30.396
-0.447,-0.385,0.934,-72.327,-4.822,30.273
-0.381,-0.403,0.946,-51.697,-3.296,30.334
-0.280,-0.374,0.977,-22.339,-1.831,32.104
-0.177,-0.324,1.021,6.104,-0.122,34.302
-0.076,-0.261,1.073,23.071,3.296,36.194
-0.041,-0.213,1.119,24.414,7.812,37.048
-0.057,-0.190,1.145,14.465,14.954,37.842
-0.063,-0.198,1.118,1.282,21.973,37.537
-0.131,-0.232,1.082,-11.047,28.564,37.659
-0.188,-0.275,1.033,-19.531,36.255,37.415
-0.215,-0.290,0.986,-19.104,40.771,35.828
-0.162,-0.309,0.921,-10.559,41.077,32.776
-0.045,-0.315,0.861,-2.014,36.682,29.175
0.101,-0.321,0.825,2.136,29.846,28.198
0.229,-0.311,0.823,1.831,22.888,30.579
0.297,-0.299,0.843,-0.916,18.555,34.973
0.299,-0.297,0.879,-3.784,19.592,39.124
0.236,-0.292,0.913,-5.249,24.963,41.687
0.145,-0.263,0.943,-4.761,31.555,42.725
0.099,-0.213,0.954,-0.488,35.522,42.480
0.075,-0.159,0.952,3.479,36.194,39.063
0.151,-0.105,0.920,5.493,33.997,33.813
0.202,-0.089,0.906,3.113,30.640,29.053
0.259,-0.094,0.897,-3.601,27.283,25.146
0.314,-0.109,0.899,-11.230,24.963,21.729
0.337,-0.143,0.914,-16.663,24.109,19.226
0.340,-0.189,0.927,-19.592,26.306,16.785
0.373,-0.230,0.910,-18.738,28.748,15.503
0.371,-0.254,0.916,-14.832,29.053,16.357
0.399,-0.246,0.896,-7.507,29.419,21.118
0.420,-0.212,0.885,-1.587,30.457,25.757
0.430,-0.165,0.866,2.808,30.884,29.358
0.448,-0.130,0.818,5.188,29.907,30.640
0.459,-0.100,0.794,3.052,26.428,29.663
0.454,-0.065,0.812,-3.296,20.996,26.917
0.453,-0.025,0.861,-9.888,14.160,21.118
0.456,-0.022,0.896,-17.761,10.193,11.902
0.476,-0.037,0.926,-26.062,8.423,4.150
0.489,-0.069,0.947,-30.640,6.531,-1.892
0.474,-0.100,0.973,-32.227,7.446,-4.272
0.485,-0.129,1.001,-29.907,11.780,-4.822
0.482,-0.152,0.997,-20.691,15.625,-3.784
0.469,-0.159,0.980,-12.695,16.296,-2.625
0.464,-0.161,0.959,-5.676,15.930,-0.549
0.447,-0.166,0.942,-2.197,15.137,2.136
0.452,-0.175,0.918,0.427,12.512,4.700
0.461,-0.176,0.913,1.709,8.545,6.531
0.464,-0.168,0.927,1.099,5.493,7.507
0.462,-0.155,0.951,-0.427,4.639,7.629
0.444,-0.140,0.966,-0.916,5.249,7.507
0.424,-0.127,0.979,-1.831,6.836,6.836
0.412,-0.124,0.969,-2.686,8.545,5.737
0.403,-0.134,0.949,-4.150,9.766,4.211
0.401,-0.153,0.931,-5.859,10.376,3.418
0.390,-0.172,0.917,-6.470,10.315,3.540
0.385,-0.196,0.887,-4.944,9.521,4.150
0.377,-0.204,0.869,-2.258,7.996,5.981
0.355,-0.198,0.866,1.587,6.226,8.484
0.352,-0.178,0.859,6.714,3.784,10.681
0.361,-0.149,0.861,10.193,0.793,11.780
0.381,-0.127,0.877,10.864,-1.770,11.719
0.399,-0.125,0.891,8.911,-3.540,10.498
0.435,-0.133,0.912,6.287,-5.188,8.667
0.462,-0.167,0.931,3.418,-6.653,7.141
0.497,-0.184,0.945,1.404,-8.606,7.324
0.515,-0.197,0.957,2.075,-9.644,8.484
0.545,-0.205,0.964,4.761,-9.705,10.132
0.564,-0.199,0.959,9.277,-10.315,12.817
0.591,-0.182,0.950,13.916,-10.498,16.541
-2.279,0.421,0.453,64.636,115.723,-172.913
-2.917,0.024,0.341,3.784,104.004,-208.191
-3.287,-0.468,0.442,-75.928,50.537,-230.713
-3.183,-0.979,0.809,-149.719,-34.180,-240.967
-2.633,-1.528,1.276,-191.467,-124.939,-244.934
-1.760,-2.211,1.726,-196.838,-184.998,-243.591
-0.812,-2.875,2.060,-169.067,-188.171,-238.953
-0.190,-3.939,2.396,-132.324,-154.236,-214.111
0.601,-4.000,2.620,-153.564,-110.168,-154.968
1.365,-3.036,2.019,-134.277,-68.542,-10.559
0.461,-1.227,1.735,32.959,39.856,158.020
-0.771,0.341,1.663,196.899,171.387,213.806
-1.389,1.521,1.410,281.311,217.529,181.580
-1.221,2.012,0.946,242.676,191.223,115.234
-0.879,1.828,0.505,81.177,126.221,57.678
-0.683,1.191,0.195,-90.210,56.885,22.949
-0.531,0.464,0.118,-182.800,0.977,-6.775
-0.388,-0.122,0.227,-189.941,-35.828,-32.227
-0.318,-0.457,0.460,-140.808,-55.298,-47.791
-0.257,-0.605,0.716,-69.275,-58.594,-54.688
-0.243,-0.631,0.955,-9.644,-53.345,-51.941
-0.211,-0.557,1.082,18.127,-48.279,-40.588
-0.182,-0.485,1.125,15.869,-43.152,-25.024
-0.197,-0.470,1.133,-0.732,-33.997,-13.123
-0.203,-0.475,1.077,-16.418,-22.400,-4.822
-0.194,-0.486,1.011,-21.912,-11.292,1.953
-0.187,-0.483,0.946,-19.714,-2.014,9.033
-0.184,-0.457,0.881,-12.512,4.395,17.029
-0.227,-0.406,0.844,-1.221,7.446,25.879
-0.275,-0.337,0.836,13.672,7.507,33.386
-0.291,-0.280,0.837,30.396,5.066,35.950
-0.314,-0.255,0.871,42.358,1.892,35.767
-0.329,-0.222,0.924,48.279,-3.235,34.424
-0.311,-0.204,0.958,50.903,-7.690,31.067
-0.289,-0.205,0.968,48.401,-9.521,26.733
-0.316,-0.190,0.993,34.973,-9.949,22.827
-0.334,-0.219,1.007,7.324,-10.742,17.700
-0.311,-0.337,0.968,-22.217,-12.939,11.719
-0.326,-0.467,0.971,-48.950,-15.137,11.292
-0.348,-0.554,1.002,-64.758,-17.517,15.808
-0.355,-0.614,1.013,-57.800,-17.761,21.423
-0.389,-0.622,1.052,-36.133,-12.756,28.381
-0.438,-0.593,1.084,-10.132,-4.089,36.804
-0.493,-0.527,1.108,13.977,5.432,45.898
-0.505,-0.439,1.096,29.358,13.916,53.528
-0.491,-0.362,1.085,32.043,20.935,58.350
-0.441,-0.320,1.030,24.719,26.489,61.462
-0.396,-0.303,0.992,6.836,30.212,63.354
-0.348,-0.284,0.960,-10.254,31.982,64.392
-0.322,-0.286,0.938,-23.132,32.776,63.416
-0.322,-0.299,0.925,-31.921,34.363,61.157
-0.322,-0.309,0.922,-35.767,36.072,58.838
-0.338,-0.308,0.934,-34.058,38.269,56.824
-0.316,-0.307,0.952,-22.583,39.856,57.739
-0.257,-0.268,0.943,-5.798,39.673,59.204
-0.181,-0.237,0.927,8.789,39.124,59.753
-0.129,-0.213,0.932,14.954,39.612,60.425
-0.049,-0.192,0.920,13.916,37.842,60.547
0.057,-0.160,0.889,7.935,32.166,58.655
0.142,-0.151,0.859,-1.587,27.100,55.420
0.200,-0.147,0.833,-12.146,24.170,51.208
0.217,-0.159,0.810,-20.569,23.499,47.302
0.195,-0.187,0.811,-25.879,26.794,43.701
0.130,-0.210,0.829,-26.428,30.701,41.260
0.112,-0.204,0.831,-20.020,32.349,39.856
0.128,-0.182,0.823,-10.315,31.982,38.513
0.159,-0.155,0.831,-2.930,29.907,36.438
0.191,-0.119,0.845,-0.671,26.428,34.302
0.240,-0.068,0.868,-2.075,21.362,31.738
0.285,-0.036,0.894,-7.507,16.174,27.527
0.323,-0.041,0.922,-16.907,14.587,20.874
0.390,-0.056,0.926,-28.931,15.930,14.282
0.378,-0.101,0.928,-36.377,20.630,10.376
0.364,-0.159,0.934,-44.189,28.931,7.141
0.340,-0.207,0.916,-48.279,35.828,3.723
0.359,-0.238,0.871,-42.297,40.588,2.625
0.371,-0.237,0.795,-33.447,40.649,3.113
0.456,-0.262,0.747,-25.208,37.048,5.859
0.480,-0.276,0.727,-17.700,27.710,10.437
0.519,-0.263,0.715,-8.789,19.409,14.099
0.540,-0.208,0.741,-0.916,9.827,17.578
0.527,-0.128,0.797,4.333,5.127,18.982
0.518,-0.057,0.859,6.470,3.479,17.517
0.500,-0.007,0.915,2.014,2.747,13.733
0.499,0.017,0.958,-8.057,3.479,8.911
0.492,0.022,0.980,-17.151,5.127,3.479
0.510,-0.003,0.972,-24.475,8.606,-2.136
0.520,-0.050,0.941,-28.748,12.695,-6.104
0.533,-0.104,0.924,-30.212,18.127,-7.751
0.540,-0.139,0.889,-28.442,20.752,-7.507
0.525,-0.170,0.838,-21.851,21.912,-5.737
0.523,-0.178,0.806,-12.024,21.606,-2.502
0.503,-0.161,0.775,-2.502,18.799,1.038
0.488,-0.126,0.763,5.066,13.855,3.662
0.456,-0.095,0.779,8.972,8.606,5.188
0.430,-0.067,0.811,8.179,3.662,5.066
0.417,-0.047,0.849,4.944,-0.854,2.808
0.419,-0.046,0.895,-0.244,-4.028,-0.610
0.417,-0.068,0.933,-6.165,-4.822,-3.967
0.421,-0.107,0.944,-10.925,-3.784,-6.226
0.433,-0.138,0.959,-13.611,-1.892,-6.958
0.413,-0.188,0.979,-13.550,2.563,-6.226
0.391,-0.213,0.981,-11.719,4.639,-3.845
0.403,-0.220,0.936,-1.343,3.235,-0.549
0.400,-0.226,0.928,5.188,2.686,1.770
0.392,-0.226,0.931,8.362,2.686,4.761
0.381,-0.228,0.929,10.864,1.221,8.057
0.372,-0.239,0.923,11.902,0.000,10.376
0.372,-0.244,0.928,12.817,-0.549,11.963
0.374,-0.234,0.942,12.329,-0.183,13.672
0.369,-0.222,0.946,11.292,0.427,14.648
0.385,-0.195,0.950,8.789,1.160,13.306
0.395,-0.190,0.941,5.676,1.099,11.780
0.422,-0.186,0.944,2.991,-1.465,10.376
0.456,-0.197,0.940,0.061,-5.066,9.827
0.497,-0.208,0.944,-2.380,-8.301,9.583
0.532,-0.229,0.948,-2.991,-10.498,10.803
0.564,-0.233,0.960,-2.075,-12.451,13.062
0.591,-0.229,0.973,0.061,-13.245,15.808
1.269,0.493,0.809,50.598,-46.265,-2.991
1.267,0.499,0.781,52.612,-43.762,-13.794
1.267,0.524,0.729,59.875,-42.297,-24.048
1.246,0.624,0.651,75.989,-40.894,-33.325
1.245,0.817,0.565,101.807,-37.781,-39.551
1.061,1.071,0.537,133.484,-31.433,-47.546
0.751,1.341,0.523,160.950,-12.695,-67.078
0.268,1.442,0.466,168.701,13.306,-102.173
-0.415,1.347,0.425,131.104,37.537,-140.015
-1.358,1.043,0.365,57.983,51.636,-169.495
-2.380,0.690,0.293,-18.494,45.776,-191.895
-3.261,0.257,0.200,-69.092,21.912,-221.497
-3.856,-0.335,0.270,-96.802,-20.447,-259.644
-3.966,-1.112,0.630,-114.990,-82.581,-292.908
-3.469,-1.893,1.243,-113.708,-157.227,-302.917
-2.457,-2.646,1.920,-83.862,-210.327,-294.128
-1.140,-3.423,2.319,-34.729,-197.388,-281.921
-0.181,-4.000,2.377,14.709,-131.409,-252.686
0.607,-4.000,2.361,-33.142,-68.359,-184.082
1.531,-3.897,1.607,-81.482,-37.415,-21.729
0.257,-1.625,1.526,67.688,63.599,167.419
-1.227,0.559,1.578,216.858,174.500,225.525
-1.620,2.103,1.375,250.610,181.335,193.420
-1.181,2.491,0.842,135.925,122.803,120.239
-0.801,1.930,0.343,-42.175,59.326,52.612
-0.641,1.022,0.195,-148.804,10.986,3.662
-0.401,0.255,0.300,-155.823,-22.095,-30.701
-0.244,-0.250,0.524,-112.122,-35.767,-51.636
-0.154,-0.536,0.771,-53.284,-34.241,-56.274
-0.161,-0.683,0.959,-10.315,-27.100,-46.875
-0.181,-0.660,1.072,-0.549,-22.156,-28.809
-0.235,-0.571,1.159,-7.263,-18.677,-10.925
-0.256,-0.445,1.175,-12.390,-12.573,0.244
-0.262,-0.348,1.117,-12.756,-3.052,5.249
-0.275,-0.295,1.001,-14.160,6.714,7.996
-0.291,-0.258,0.869,-16.785,13.184,10.986
-0.297,-0.227,0.756,-13.306,14.954,13.184
-0.308,-0.211,0.698,-2.380,13.306,13.977
-0.317,-0.202,0.708,10.864,8.240,14.038
-0.320,-0.206,0.758,22.095,0.610,13.428
-0.304,-0.225,0.828,29.236,-7.812,11.353
-0.283,-0.269,0.898,33.203,-14.648,8.911
-0.254,-0.312,0.960,32.837,-19.592,6.958
-0.234,-0.348,1.026,25.940,-22.217,6.165
-0.237,-0.369,1.086,8.789,-22.827,7.568
-0.241,-0.405,1.139,-15.747,-21.118,10.986
-0.252,-0.475,1.141,-39.673,-17.273,14.648
-0.251,-0.567,1.109,-50.293,-11.780,17.456
-0.244,-0.622,1.073,-48.523,-4.150,21.057
-0.225,-0.632,1.030,-33.203,4.028,26.611
-0.242,-0.609,0.981,-10.742,12.207,33.386
-0.274,-0.544,0.944,5.920,17.761,40.283
-0.321,-0.478,0.909,12.817,20.691,45.593
-0.374,-0.406,0.893,9.216,20.264,49.133
-0.422,-0.364,0.898,-3.296,16.846,51.331
-0.449,-0.348,0.910,-20.996,11.353,52.246
-0.446,-0.356,0.919,-36.560,7.446,51.575
-0.396,-0.383,0.908,-42.847,5.188,49.988
-0.363,-0.402,0.922,-37.415,4.028,49.500
-0.359,-0.392,0.958,-25.024,4.272,51.453
-0.343,-0.337,0.973,-11.414,5.005,53.955
-0.300,-0.255,1.019,2.625,5.554,54.443
-0.241,-0.200,1.022,14.343,7.080,52.673
-0.218,-0.179,1.027,11.292,11.108,49.438
-0.215,-0.188,1.017,-1.831,17.456,47.424
-0.226,-0.225,0.989,-16.357,22.949,46.570
-0.262,-0.275,0.964,-29.419,28.381,46.692
-0.271,-0.326,0.951,-37.720,32.776,47.119
-0.274,-0.372,0.944,-38.879,35.706,49.072
-0.264,-0.366,0.945,-31.250,37.598,54.260
-0.187,-0.345,0.957,-12.756,38.452,63.171
-0.117,-0.284,0.979,8.240,37.231,69.275
-0.040,-0.222,0.978,28.137,36.560,73.853
0.048,-0.147,0.943,43.396,35.767,76.538
0.103,-0.082,0.889,51.331,34.607,76.233
0.111,-0.048,0.854,47.302,38.696,73.242
0.094,-0.057,0.801,37.476,45.166,67.932
0.062,-0.095,0.743,27.222,50.110,61.951
0.032,-0.145,0.699,18.250,52.307,56.091
0.041,-0.181,0.664,14.160,49.438,51.331
0.061,-0.187,0.663,14.648,42.419,47.607
0.114,-0.189,0.694,18.005,32.104,44.434
0.174,-0.181,0.739,20.264,21.729,41.260
0.218,-0.191,0.771,19.287,13.977,38.696
0.232,-0.207,0.834,15.259,8.606,36.011
0.294,-0.217,0.861,11.047,4.089,33.447
0.338,-0.223,0.901,6.287,-0.122,31.189
0.362,-0.228,0.915,4.822,0.732,29.480
0.380,-0.239,0.927,7.507,6.409,28.198
0.404,-0.255,0.894,8.667,14.771,27.039
0.428,-0.290,0.839,4.883,22.644,24.170
0.445,-0.349,0.786,-3.906,25.818,18.555
0.487,-0.390,0.747,-15.808,26.245,14.221
