aX,aY,aZ,gX,gY,gZ
0.151,-0.276,-0.987,8.850,-24.048,5.066
0.160,-0.266,-0.939,13.794,-22.522,5.554
0.163,-0.218,-0.924,16.174,-19.714,7.385
0.151,-0.163,-0.937,13.062,-17.822,9.460
0.137,-0.139,-0.979,7.324,-15.564,9.949
0.117,-0.128,-1.057,0.793,-14.038,9.460
0.087,-0.132,-1.157,-4.517,-14.099,7.568
0.071,-0.176,-1.229,-6.226,-16.846,3.906
0.072,-0.235,-1.268,-3.113,-21.606,0.061
0.089,-0.282,-1.329,3.052,-25.879,-2.136
0.085,-0.305,-1.386,7.507,-31.128,-1.770
0.072,-0.306,-1.447,11.108,-38.147,0.183
0.064,-0.280,-1.511,15.015,-46.997,2.136
0.056,-0.251,-1.527,19.653,-57.800,3.540
0.058,-0.223,-1.516,24.170,-70.190,4.028
0.062,-0.210,-1.502,26.245,-81.604,3.784
0.063,-0.213,-1.467,27.710,-92.163,2.502
0.071,-0.237,-1.432,31.067,-100.830,0.061
0.076,-0.262,-1.418,34.058,-106.934,-1.709
0.077,-0.274,-1.401,36.072,-112.976,-1.953
0.083,-0.292,-1.368,38.757,-118.896,-1.526
0.107,-0.294,-1.341,40.283,-124.939,0.000
0.125,-0.252,-1.315,42.419,-130.310,2.930
0.144,-0.207,-1.281,44.189,-135.254,4.211
0.176,-0.175,-1.245,41.931,-141.541,3.662
0.199,-0.149,-1.205,37.476,-147.949,2.991
0.229,-0.123,-1.167,33.936,-153.381,2.319
0.243,-0.113,-1.119,32.654,-156.982,0.854
0.257,-0.120,-1.089,31.372,-157.715,-1.404
0.261,-0.134,-1.083,27.588,-157.288,-2.441
0.263,-0.164,-1.087,23.376,-157.837,-2.686
0.273,-0.188,-1.087,23.437,-158.508,-2.991
0.308,-0.199,-1.075,26.062,-161.133,-2.441
0.342,-0.178,-1.033,31.921,-164.978,-0.916
0.371,-0.140,-0.965,38.574,-168.884,0.671
0.399,-0.099,-0.884,42.664,-172.607,1.038
0.421,-0.073,-0.796,43.274,-175.964,1.038
0.454,-0.067,-0.731,42.358,-176.514,-0.610
0.474,-0.072,-0.685,39.368,-173.828,-1.221
0.481,-0.076,-0.676,36.560,-169.739,-0.793
0.479,-0.082,-0.664,33.752,-167.053,-0.305
0.485,-0.095,-0.640,31.921,-166.687,-0.244
0.493,-0.085,-0.614,32.166,-166.748,0.244
0.510,-0.068,-0.584,33.997,-167.786,0.061
0.515,-0.066,-0.530,34.302,-171.143,0.000
0.539,-0.061,-0.451,34.302,-177.124,-0.671
0.571,-0.072,-0.354,36.255,-180.542,-1.282
0.598,-0.058,-0.287,39.429,-178.040,-1.526
0.610,-0.065,-0.250,43.274,-171.814,-2.747
0.620,-0.060,-0.227,42.786,-165.344,-3.845
0.630,-0.072,-0.202,37.048,-161.499,-3.357
0.647,-0.071,-0.164,28.748,-160.034,-1.648
0.651,-0.071,-0.153,23.926,-156.067,-0.977
0.646,-0.073,-0.173,23.682,-149.597,-1.282
0.647,-0.077,-0.184,26.001,-145.935,-1.892
0.648,-0.072,-0.177,29.602,-144.897,-1.953
0.648,-0.053,-0.156,33.203,-144.470,-1.587
0.654,-0.035,-0.123,35.767,-145.264,-1.587
0.665,-0.031,-0.081,36.743,-146.301,-2.197
0.679,-0.031,-0.044,36.682,-146.057,-2.808
0.686,-0.027,-0.012,37.659,-143.921,-3.296
0.697,-0.026,0.021,38.086,-142.090,-3.906
0.709,-0.018,0.048,37.476,-139.404,-4.456
0.707,-0.011,0.078,35.400,-136.475,-5.249
0.719,-0.020,0.119,29.480,-135.803,-6.348
0.730,-0.023,0.158,23.193,-135.986,-7.019
0.737,-0.042,0.185,21.240,-134.521,-7.874
0.760,-0.062,0.206,21.973,-131.226,-9.521
0.768,-0.076,0.228,22.522,-127.930,-9.766
0.776,-0.084,0.245,23.437,-124.695,-8.118
0.780,-0.079,0.245,27.283,-119.751,-6.592
0.777,-0.066,0.233,32.471,-114.197,-5.432
0.785,-0.055,0.253,35.095,-111.084,-4.883
0.800,-0.044,0.284,36.072,-108.459,-4.272
0.805,-0.038,0.304,36.987,-104.675,-4.578
0.791,-0.029,0.307,36.804,-101.074,-5.371
0.782,-0.031,0.304,34.241,-100.159,-6.836
0.783,-0.057,0.307,31.555,-99.731,-8.789
0.788,-0.085,0.307,30.762,-98.572,-9.705
0.787,-0.099,0.303,32.227,-95.825,-9.766
0.787,-0.099,0.304,34.729,-93.872,-8.728
0.783,-0.097,0.310,37.964,-92.407,-8.179
0.783,-0.093,0.309,41.870,-90.881,-8.301
0.787,-0.087,0.309,44.373,-89.722,-8.728
0.786,-0.087,0.333,43.884,-91.003,-8.667
0.602,-0.422,1.827,31.189,-125.427,-3.601
0.665,-0.410,1.875,13.611,-103.943,-3.235
0.691,-0.391,1.834,0.000,-75.928,-1.587
0.671,-0.370,1.691,-8.972,-45.471,0.671
0.636,-0.340,1.475,-12.146,-17.822,2.930
0.598,-0.279,1.259,-11.047,3.235,5.188
0.583,-0.231,1.055,-9.766,18.494,5.249
0.578,-0.196,0.879,-9.827,27.710,3.601
0.582,-0.182,0.739,-13.000,31.372,1.709
0.593,-0.190,0.636,-16.663,30.823,-0.061
0.597,-0.223,0.555,-19.409,29.358,-1.892
0.608,-0.279,0.507,-20.630,26.062,-3.479
0.628,-0.338,0.506,-19.836,21.362,-3.784
0.635,-0.378,0.548,-16.724,16.235,-2.747
0.645,-0.411,0.608,-11.780,12.207,-1.648
0.649,-0.433,0.682,-7.812,9.155,-0.061
0.653,-0.457,0.779,-7.751,6.409,2.075
0.660,-0.483,0.890,-10.071,5.432,4.028
0.663,-0.512,0.987,-15.259,6.592,6.653
0.656,-0.533,1.077,-23.499,8.484,10.681
0.635,-0.540,1.166,-32.227,11.597,15.015
0.618,-0.544,1.257,-40.405,15.320,18.921
0.628,-0.540,1.343,-48.523,19.470,22.949
0.648,-0.511,1.391,-54.199,26.550,27.710
0.642,-0.471,1.447,-55.237,38.452,33.142
0.650,-0.415,1.425,-52.307,53.589,37.231
0.639,-0.346,1.355,-49.561,70.679,41.382
0.603,-0.278,1.258,-49.194,85.999,44.617
0.566,-0.229,1.157,-50.781,98.145,45.715
0.548,-0.219,1.074,-55.603,106.079,43.823
0.540,-0.233,1.005,-61.646,110.352,40.771
0.536,-0.261,0.958,-66.711,112.244,37.476
0.550,-0.311,0.935,-69.641,112.854,33.630
0.567,-0.370,0.923,-68.970,113.708,30.884
0.575,-0.398,0.920,-64.453,114.868,29.541
0.573,-0.392,0.904,-55.054,117.126,29.236
0.585,-0.372,0.890,-43.823,119.934,28.931
0.608,-0.341,0.898,-35.889,122.681,30.762
0.641,-0.302,0.914,-35.095,125.122,36.255
0.626,-0.243,0.923,-39.917,130.432,44.800
0.594,-0.190,0.906,-45.044,139.038,51.086
0.544,-0.161,0.856,-47.607,150.085,52.979
0.496,-0.145,0.773,-48.523,160.339,52.063
0.457,-0.146,0.688,-49.866,167.419,49.927
0.431,-0.149,0.604,-50.537,171.509,47.180
0.398,-0.140,0.546,-47.607,172.974,44.861
0.382,-0.127,0.503,-39.673,173.523,41.870
0.370,-0.108,0.471,-31.555,173.767,38.147
0.372,-0.097,0.461,-26.245,173.340,35.706
0.394,-0.093,0.484,-25.635,172.363,34.546
0.412,-0.079,0.522,-28.442,173.767,36.743
0.424,-0.058,0.544,-34.241,180.176,40.100
0.411,-0.021,0.529,-42.358,191.223,44.922
0.354,-0.021,0.489,-52.734,205.872,50.537
0.299,0.012,0.411,-62.012,218.689,54.443
0.229,0.043,0.277,-68.848,231.445,56.396
0.102,0.096,0.166,-73.303,240.417,55.908
0.052,0.134,0.008,-72.998,244.751,50.598
0.016,0.159,-0.072,-70.496,245.544,42.908
0.025,0.147,-0.146,-69.275,243.408,36.255
0.013,0.129,-0.168,-69.214,240.662,32.410
-0.002,0.090,-0.163,-67.505,239.502,27.527
0.001,0.043,-0.147,-62.683,239.807,22.217
0.003,-0.009,-0.128,-61.096,242.065,19.287
-0.006,-0.062,-0.106,-64.331,245.728,20.081
-0.007,-0.100,-0.083,-70.068,251.587,23.865
-0.052,-0.088,-0.082,-76.721,260.559,30.945
-0.129,-0.049,-0.096,-79.224,272.156,37.354
-0.183,-0.004,-0.113,-79.712,282.471,40.405
-0.267,0.034,-0.113,-84.534,291.077,41.870
-0.370,0.032,-0.104,-95.215,298.950,39.978
-0.486,-0.010,-0.099,-108.582,309.814,35.400
-0.646,-0.094,-0.126,-124.023,324.951,31.128
-0.802,-0.158,-0.215,-142.273,341.675,27.588
-0.995,-0.247,-0.345,-164.856,360.107,22.644
-1.144,-0.341,-0.497,-192.078,376.526,16.052
-1.328,-0.462,-0.692,-222.290,388.916,10.010
-1.461,-0.587,-0.936,-250.549,395.447,2.136
-1.473,-0.673,-1.266,-263.794,398.560,-9.155
-1.410,-0.757,-1.732,-265.686,400.940,-25.818
-1.302,-0.875,-2.297,-258.301,402.344,-41.626
-1.100,-0.973,-3.140,-232.910,398.315,-53.772
-1.037,-0.994,-3.989,-181.824,382.263,-55.237
-1.082,-0.906,-4.000,-110.474,339.539,-42.908
-0.997,-0.772,-4.000,-44.922,230.835,-28.198
-0.701,-0.628,-3.968,-3.113,71.411,-15.381
-0.282,-0.539,-2.853,15.930,-57.556,-7.751
-0.085,-0.487,-1.849,26.184,-117.615,-2.930
0.121,-0.430,-1.200,36.926,-122.864,-3.113
0.290,-0.455,-0.801,44.067,-99.854,-6.714
0.396,-0.469,-0.601,39.612,-65.186,-6.653
0.396,-0.447,-0.573,27.893,-27.527,-1.892
0.311,-0.391,-0.724,15.503,10.437,3.540
0.187,-0.359,-0.961,6.653,42.358,6.348
0.076,-0.346,-1.189,-3.052,60.608,6.836
-0.010,-0.364,-1.414,-13.916,66.772,5.737
-0.062,-0.389,-1.611,-23.132,62.805,4.150
-0.091,-0.431,-1.761,-26.245,52.002,2.869
-0.095,-0.474,-1.861,-24.109,38.513,1.282
-0.093,-0.500,-1.930,-17.456,24.841,-0.122
-0.082,-0.500,-1.956,-10.803,10.071,-0.427
-0.072,-0.493,-1.929,-5.615,-5.615,0.610
-0.048,-0.472,-1.863,-0.610,-20.569,1.770
-0.019,-0.477,-1.784,6.226,-32.959,2.014
0.003,-0.479,-1.695,12.878,-43.640,2.686
0.023,-0.488,-1.618,17.395,-52.124,4.028
0.044,-0.491,-1.582,19.104,-57.617,6.104
0.034,-0.464,-1.598,18.738,-61.768,9.583
0.004,-0.419,-1.614,19.592,-66.040,12.817
-0.012,-0.394,-1.604,21.790,-72.632,13.916
-0.017,-0.385,-1.576,25.452,-80.200,13.550
-0.026,-0.375,-1.549,29.846,-86.609,13.062
-0.031,-0.361,-1.521,33.142,-93.506,13.245
-0.036,-0.336,-1.484,34.180,-100.769,13.794
-0.042,-0.304,-1.442,34.485,-106.750,14.221
-0.042,-0.285,-1.402,35.034,-112.122,13.611
-0.038,-0.275,-1.368,33.630,-116.760,12.878
-0.043,-0.255,-1.358,30.334,-120.178,12.939
-0.057,-0.236,-1.352,26.489,-123.352,13.184
-1.666,-0.684,-1.075,-246.155,404.175,-0.061
-1.677,-0.795,-1.443,-249.817,407.959,-20.203
-1.611,-0.907,-2.043,-240.234,411.926,-41.199
-1.477,-1.010,-2.848,-217.468,407.349,-56.946
-1.429,-1.052,-3.814,-171.814,394.592,-65.369
-1.487,-1.009,-4.000,-101.563,370.483,-63.049
-1.356,-0.942,-4.000,-37.109,285.645,-53.406
-0.983,-0.878,-4.000,4.395,108.887,-35.278
-0.566,-0.758,-2.996,17.212,-52.856,-13.916
-0.260,-0.620,-1.739,20.264,-130.371,0.916
-0.002,-0.465,-0.997,28.137,-133.240,4.639
0.154,-0.398,-0.660,31.921,-97.473,-0.183
0.213,-0.419,-0.572,27.039,-50.720,-4.395
0.184,-0.504,-0.663,16.541,-7.324,-5.859
0.085,-0.586,-0.923,7.629,30.151,-4.333
-0.056,-0.593,-1.205,4.639,57.617,-0.732
-0.171,-0.570,-1.473,4.944,71.350,2.808
-0.252,-0.534,-1.678,3.845,70.801,5.188
-0.314,-0.493,-1.857,-0.061,60.608,7.751
-0.349,-0.474,-1.983,-6.714,42.908,9.399
-0.365,-0.482,-2.025,-12.390,22.095,10.010
-0.362,-0.500,-2.024,-11.658,3.174,8.911
-0.344,-0.542,-1.970,-6.348,-14.709,6.714
-0.295,-0.583,-1.862,0.000,-32.532,5.005
-0.242,-0.614,-1.740,6.836,-47.791,5.249
-0.208,-0.614,-1.628,13.794,-58.838,7.446
-0.182,-0.600,-1.546,20.691,-66.772,9.705
-0.169,-0.572,-1.503,25.879,-72.083,12.451
-0.169,-0.527,-1.469,28.015,-77.271,15.930
-0.169,-0.489,-1.455,29.419,-81.970,17.944
-0.182,-0.449,-1.447,29.724,-85.938,18.799
-0.195,-0.419,-1.446,28.625,-91.431,18.555
-0.202,-0.408,-1.418,26.001,-99.365,17.883
-0.198,-0.403,-1.394,22.339,-107.788,17.761
-0.202,-0.385,-1.391,20.447,-114.197,18.066
-0.211,-0.372,-1.398,22.949,-118.469,17.578
-0.221,-0.366,-1.387,28.564,-123.596,15.747
-0.212,-0.377,-1.355,39.246,-128.540,11.963
-0.195,-0.389,-1.295,51.025,-134.155,8.972
-0.177,-0.380,-1.242,58.167,-139.771,7.935
-0.156,-0.359,-1.205,58.350,-145.020,8.972
-0.150,-0.341,-1.170,53.772,-149.597,11.719
-0.142,-0.302,-1.151,49.500,-152.527,13.672
-0.140,-0.279,-1.164,46.936,-153.564,14.099
-0.144,-0.260,-1.190,45.715,-154.846,13.306
-0.140,-0.256,-1.189,47.363,-158.020,10.742
-0.112,-0.263,-1.169,51.086,-162.842,7.935
-0.072,-0.264,-1.129,52.368,-168.640,6.714
-0.039,-0.249,-1.085,50.659,-174.011,7.446
-0.015,-0.228,-1.042,46.082,-178.345,9.277
0.009,-0.215,-1.000,40.039,-182.312,11.414
0.048,-0.220,-0.956,36.133,-183.899,12.329
0.080,-0.227,-0.944,36.438,-180.725,13.000
0.105,-0.227,-0.928,37.109,-177.612,14.771
0.116,-0.211,-0.913,36.499,-176.086,16.846
0.130,-0.188,-0.913,35.583,-176.331,18.066
0.149,-0.166,-0.897,37.476,-178.284,17.578
0.176,-0.149,-0.867,41.809,-181.641,16.113
0.207,-0.139,-0.801,47.119,-186.523,14.832
0.235,-0.127,-0.728,52.063,-189.697,14.221
0.264,-0.107,-0.653,53.589,-191.345,14.221
0.302,-0.080,-0.580,53.528,-189.880,14.160
0.335,-0.069,-0.535,52.856,-184.204,13.184
0.366,-0.075,-0.501,51.941,-177.612,11.780
0.403,-0.087,-0.485,50.171,-171.570,10.620
0.419,-0.079,-0.479,45.959,-167.603,11.108
0.434,-0.071,-0.461,41.382,-166.443,12.024
0.451,-0.065,-0.437,38.574,-165.955,11.963
0.460,-0.058,-0.416,40.710,-163.879,10.925
0.472,-0.052,-0.397,44.128,-162.048,9.949
0.480,-0.035,-0.377,45.715,-161.072,9.583
0.501,-0.020,-0.331,44.006,-161.987,9.399
0.534,-0.016,-0.261,41.443,-162.170,8.972
0.566,-0.008,-0.195,39.368,-159.485,8.911
0.593,0.006,-0.147,36.011,-155.762,8.850
0.618,0.005,-0.115,30.823,-152.039,8.606
0.636,-0.003,-0.095,26.367,-147.827,7.996
0.636,-0.006,-0.085,23.437,-144.043,7.629
0.644,-0.005,-0.092,23.560,-140.076,6.287
0.656,-0.017,-0.088,25.513,-137.451,5.188
0.678,-0.022,-0.064,24.902,-135.498,4.822
0.679,-0.029,-0.042,28.687,-133.240,4.395
0.711,-0.014,-0.039,34.241,-130.371,3.052
0.715,-0.009,-0.025,34.851,-127.319,2.380
0.726,-0.002,-0.002,32.654,-126.221,2.563
0.749,-0.001,0.027,30.029,-125.916,2.380
0.759,-0.003,0.061,27.588,-124.146,2.625
0.774,-0.002,0.090,26.978,-121.399,2.686
0.776,0.000,0.109,26.306,-117.798,3.052
0.781,-0.002,0.121,24.658,-115.234,3.113
0.792,-0.027,0.134,26.123,-112.915,2.502
0.798,-0.029,0.125,29.968,-108.765,2.441
0.802,-0.012,0.111,34.851,-104.614,3.418
0.803,-0.001,0.125,38.757,-103.088,4.089
0.801,0.017,0.143,40.955,-100.708,4.272
0.794,0.038,0.129,42.053,-97.473,3.845
0.795,0.062,0.119,40.894,-95.947,3.113
0.795,0.069,0.135,37.109,-96.558,2.136
0.802,0.054,0.151,32.043,-97.595,0.610
0.804,0.044,0.154,28.809,-97.778,-0.427
0.804,0.036,0.165,27.161,-97.839,-1.160
0.806,0.013,0.188,26.855,-98.145,-1.831
0.805,0.020,0.187,29.846,-96.252,-2.075
0.796,0.030,0.199,33.936,-93.994,-2.625
0.794,0.034,0.239,34.180,-94.543,-3.235
0.798,0.017,0.280,32.410,-95.520,-4.150
0.799,-0.017,0.295,31.799,-94.482,-5.066
0.797,-0.049,0.303,33.997,-92.163,-5.615
0.785,-0.055,0.284,37.231,-88.684,-5.310
0.774,-0.056,0.268,38.696,-87.158,-5.432
0.776,-0.059,0.259,38.818,-87.830,-5.859
0.780,-0.060,0.272,38.940,-89.478,-6.226
0.779,-0.062,0.292,40.466,-90.515,-6.531
0.779,-0.071,0.291,43.396,-89.966,-7.202
0.780,-0.085,0.288,46.692,-89.661,-7.568
0.769,-0.094,0.306,49.927,-90.637,-7.202
0.761,-0.085,0.321,51.697,-91.797,-6.348
0.762,-0.072,0.335,52.490,-92.590,-6.348
0.757,-0.071,0.358,52.246,-94.177,-6.714
0.653,-0.306,1.857,-6.042,-109.924,-14.954
0.682,-0.350,1.954,-4.944,-89.233,-15.320
0.715,-0.332,1.888,-0.366,-59.631,-14.038
0.711,-0.296,1.760,1.099,-30.090,-10.254
0.678,-0.243,1.548,-3.906,-4.822,-6.165
0.646,-0.204,1.328,-10.254,15.320,-3.967
0.628,-0.178,1.092,-15.808,30.396,-4.028
0.612,-0.164,0.857,-21.057,39.795,-4.700
0.596,-0.163,0.649,-25.513,42.786,-5.249
0.596,-0.193,0.499,-24.597,41.443,-5.859
0.595,-0.219,0.416,-18.005,36.621,-5.859
0.603,-0.241,0.407,-10.071,29.114,-5.310
0.609,-0.257,0.459,-4.639,20.386,-4.272
0.618,-0.272,0.568,-2.563,11.536,-3.357
0.649,-0.313,0.714,-1.343,5.005,-3.357
0.677,-0.372,0.843,-1.587,3.113,-2.441
0.685,-0.408,0.966,-3.723,3.296,0.854
0.700,-0.421,1.079,-6.592,4.700,5.554
0.704,-0.420,1.184,-10.193,8.240,10.986
0.710,-0.383,1.259,-13.550,14.893,16.235
0.695,-0.335,1.300,-17.029,24.231,21.484
0.676,-0.281,1.300,-20.264,35.706,25.085
0.650,-0.243,1.263,-24.597,47.363,27.466
0.627,-0.224,1.210,-30.823,57.800,28.931
0.601,-0.209,1.147,-37.964,65.857,30.151
0.595,-0.202,1.099,-43.762,72.754,31.067
0.604,-0.199,1.059,-48.157,77.026,31.921
0.603,-0.161,1.013,-46.875,82.581,32.288
0.594,-0.127,0.957,-40.466,89.539,30.518
0.604,-0.110,0.898,-35.217,95.642,27.344
0.615,-0.091,0.833,-33.936,99.243,25.085
0.615,-0.076,0.768,-34.241,102.234,23.621
0.627,-0.084,0.741,-36.255,102.600,22.339
0.649,-0.103,0.741,-38.269,102.661,21.362
0.670,-0.124,0.735,-40.833,103.760,21.790
0.674,-0.140,0.730,-42.542,105.469,23.804
0.665,-0.136,0.717,-42.603,106.812,26.306
0.670,-0.127,0.711,-41.443,107.727,27.283
0.683,-0.123,0.706,-41.199,109.192,27.100
0.690,-0.114,0.694,-42.480,110.474,27.466
0.694,-0.096,0.675,-43.701,112.549,28.259
0.696,-0.072,0.635,-42.175,116.516,28.015
0.688,-0.048,0.586,-38.391,120.544,27.039
0.664,-0.016,0.536,-32.593,123.657,26.062
0.641,0.012,0.506,-27.954,123.230,24.536
0.631,0.016,0.493,-24.414,120.239,21.301
0.654,-0.015,0.510,-22.705,116.150,17.090
0.696,-0.059,0.562,-23.499,112.671,15.991
0.726,-0.084,0.609,-26.611,112.976,18.738
0.735,-0.075,0.618,-27.588,117.676,22.705
0.720,-0.037,0.588,-25.574,126.770,26.489
0.707,-0.001,0.552,-24.353,135.498,29.480
0.677,0.036,0.519,-26.184,143.616,31.189
0.656,0.058,0.496,-28.992,151.550,30.701
0.631,0.059,0.450,-32.043,160.339,27.893
0.597,0.055,0.385,-35.034,168.579,24.597
0.553,0.062,0.300,-38.086,173.706,21.362
0.520,0.074,0.223,-41.626,174.255,17.456
0.501,0.090,0.160,-44.495,171.082,12.451
0.489,0.088,0.116,-44.861,166.992,6.409
0.519,0.035,0.128,-43.030,162.415,0.244
0.600,-0.047,0.182,-41.748,161.499,-2.136
0.605,-0.051,0.227,-46.997,164.917,4.150
0.578,-0.022,0.199,-54.749,172.058,12.390
0.526,-0.006,0.137,-58.594,182.861,15.259
0.477,-0.013,0.046,-58.838,192.932,15.625
0.422,-0.014,-0.046,-58.105,199.158,14.954
0.387,-0.031,-0.108,-54.810,201.294,12.390
0.349,-0.040,-0.184,-50.842,200.867,8.179
0.332,-0.037,-0.229,-47.729,198.303,5.615
0.309,-0.020,-0.235,-44.434,193.542,2.625
0.296,-0.009,-0.221,-40.710,188.965,-0.732
0.315,-0.028,-0.183,-37.903,184.814,-3.784
0.354,-0.070,-0.102,-40.283,182.373,-4.822
0.383,-0.129,0.003,-47.485,185.486,-2.441
0.365,-0.167,0.073,-59.265,195.740,4.211
0.274,-0.175,0.061,-73.120,212.463,13.794
0.166,-0.188,-0.026,-82.825,232.788,19.226
0.080,-0.200,-0.162,-83.923,252.075,21.973
-0.070,-0.150,-0.300,-79.468,267.639,25.269
-0.167,-0.097,-0.432,-76.294,275.330,26.428
-0.259,-0.033,-0.497,-80.750,273.621,24.658
-0.303,-0.031,-0.544,-89.355,265.442,18.982
-0.344,-0.060,-0.485,-97.229,257.019,12.390
-0.378,-0.126,-0.403,-106.140,253.296,5.066
-0.444,-0.196,-0.338,-113.708,256.714,-0.427
-0.511,-0.252,-0.330,-122.437,266.541,-3.601
-0.585,-0.267,-0.398,-132.629,281.250,-5.310
-0.681,-0.275,-0.548,-145.447,299.011,-6.775
-0.804,-0.288,-0.744,-161.743,314.331,-9.705
-0.894,-0.364,-0.942,-179.993,322.388,-16.663
-0.975,-0.490,-1.119,-198.608,322.632,-26.794
-0.996,-0.680,-1.317,-208.252,318.726,-39.673
-0.922,-0.846,-1.587,-205.200,311.340,-51.025
-0.907,-0.966,-1.890,-186.279,302.551,-54.443
-0.821,-0.990,-2.203,-154.297,290.283,-51.331
-0.708,-0.935,-2.487,-113.708,271.973,-44.861
-0.652,-0.818,-2.685,-74.890,244.446,-35.156
-0.582,-0.708,-2.780,-46.631,207.275,-25.818
-0.534,-0.626,-2.755,-30.884,161.438,-17.578
-0.473,-0.604,-2.586,-22.034,112.732,-13.794
-0.375,-0.613,-2.282,-13.855,66.650,-13.916
-0.251,-0.665,-1.961,-4.761,32.043,-15.503
-0.147,-0.682,-1.667,4.517,13.245,-14.221
-0.070,-0.658,-1.464,13.489,8.545,-10.315
-0.043,-0.617,-1.331,16.663,13.794,-5.249
-0.044,-0.545,-1.313,15.747,24.231,-1.770
-0.087,-0.498,-1.389,9.766,37.109,0.061
-0.143,-0.504,-1.547,-0.061,47.485,-0.244
-0.203,-0.547,-1.697,-11.108,50.842,-0.610
-0.245,-0.610,-1.842,-17.395,48.401,-1.770
-0.286,-0.661,-1.969,-15.442,41.321,-2.808
-0.306,-0.692,-2.033,-8.789,27.893,-2.991
-0.300,-0.697,-2.016,0.366,9.705,-2.136
-0.285,-0.665,-1.936,9.949,-7.874,-0.122
-0.260,-0.634,-1.844,16.541,-22.278,2.075
-0.243,-0.607,-1.772,20.508,-32.776,3.784
-0.237,-0.584,-1.718,22.522,-41.138,5.920
-0.224,-0.565,-1.667,21.973,-48.889,7.690
-0.594,-0.650,-1.711,-126.648,237.610,-18.616
-0.615,-0.696,-2.040,-115.234,236.084,-21.790
-0.637,-0.695,-2.408,-92.896,230.042,-23.010
-0.660,-0.644,-2.760,-61.951,210.693,-22.034
-0.644,-0.590,-2.927,-27.954,170.776,-19.104
-0.582,-0.527,-2.758,-7.202,107.239,-14.282
-0.437,-0.480,-2.328,-1.038,38.940,-9.094
-0.280,-0.466,-1.891,-0.977,-8.850,-6.897
-0.151,-0.465,-1.507,2.319,-31.006,-5.310
-0.065,-0.461,-1.236,5.859,-32.837,-3.723
-0.014,-0.445,-1.085,7.263,-21.362,-2.625
-0.015,-0.438,-1.035,6.714,-4.517,-2.808
-0.042,-0.428,-1.113,4.944,13.794,-2.747
-0.094,-0.427,-1.257,2.319,28.809,-2.502
-0.143,-0.432,-1.381,-1.526,34.607,-2.014
-0.171,-0.450,-1.470,-5.432,33.081,-1.953
-0.186,-0.466,-1.533,-7.568,26.794,-1.526
-0.188,-0.472,-1.555,-7.751,16.907,-0.366
-0.182,-0.473,-1.542,-5.493,7.385,0.488
-0.172,-0.480,-1.510,-2.136,-0.122,0.916
-0.163,-0.486,-1.476,0.793,-6.226,0.854
-0.158,-0.483,-1.449,2.869,-10.986,1.587
-0.157,-0.469,-1.429,4.578,-15.198,3.174
-0.160,-0.456,-1.405,7.446,-18.982,4.150
-0.155,-0.446,-1.382,10.864,-22.888,4.211
-0.145,-0.433,-1.347,13.794,-27.527,4.517
-0.134,-0.419,-1.317,15.198,-31.189,4.883
-0.133,-0.400,-1.298,13.855,-34.119,5.676
-0.136,-0.385,-1.291,11.353,-37.659,6.409
-0.135,-0.391,-1.279,10.742,-41.077,6.409
-0.126,-0.407,-1.273,11.719,-44.128,5.920
-0.129,-0.407,-1.291,13.367,-46.509,6.653
-0.150,-0.382,-1.311,15.320,-49.194,7.874
-0.157,-0.363,-1.306,19.470,-53.894,7.141
-0.150,-0.351,-1.279,24.841,-59.692,5.371
-0.131,-0.359,-1.269,27.832,-64.636,3.662
-0.129,-0.355,-1.245,25.452,-70.068,4.395
-0.125,-0.345,-1.222,22.949,-75.134,5.432
-0.114,-0.348,-1.204,22.522,-78.308,6.104
-0.108,-0.340,-1.208,22.583,-80.811,6.958
-0.110,-0.327,-1.213,21.729,-84.106,8.362
-0.105,-0.319,-1.210,22.644,-88.440,8.850
-0.094,-0.315,-1.196,26.855,-92.285,8.240
-0.082,-0.318,-1.180,33.020,-94.727,6.531
-0.070,-0.324,-1.158,37.720,-97.656,4.944
-0.054,-0.319,-1.133,40.649,-101.257,4.395
-0.037,-0.309,-1.118,41.382,-104.492,5.066
-0.018,-0.289,-1.110,39.246,-107.666,6.287
-0.003,-0.277,-1.090,36.926,-111.084,7.385
0.009,-0.275,-1.066,36.560,-112.427,7.629
0.026,-0.271,-1.062,36.072,-112.793,7.629
0.037,-0.267,-1.075,34.851,-112.305,8.484
0.043,-0.259,-1.083,33.875,-113.281,9.277
0.051,-0.250,-1.084,35.400,-114.258,9.216
0.057,-0.233,-1.082,37.415,-115.662,9.277
0.075,-0.213,-1.065,39.001,-117.981,9.216
0.094,-0.193,-1.038,39.124,-120.728,9.033
0.118,-0.175,-1.014,39.307,-123.108,8.728
0.147,-0.162,-0.980,40.283,-124.817,8.179
0.179,-0.156,-0.939,40.894,-126.343,6.958
0.212,-0.159,-0.897,38.513,-127.441,6.104
0.236,-0.152,-0.867,34.790,-127.625,6.714
0.256,-0.148,-0.847,31.128,-126.587,7.446
0.278,-0.162,-0.833,29.053,-124.695,7.812
0.297,-0.163,-0.833,27.100,-122.375,8.850
0.300,-0.164,-0.833,25.757,-120.728,10.437
0.325,-0.170,-0.836,28.564,-118.835,10.559
0.345,-0.156,-0.848,34.851,-117.065,10.254
0.370,-0.126,-0.829,39.490,-117.371,10.132
0.399,-0.090,-0.778,40.100,-120.056,10.559
